YearAW,State,Aircraft,Region
1992,CO,42,Central
1992,CT,8,Eastern
1992,DC,2,Eastern
1992,DE,70,Eastern
1992,FL,119,Eastern
1992,GA,81,Eastern
1992,HI,4,AlaskaHawaii
1992,IA,24,Central
1992,ID,27,Western
1992,IL,59,Central
1992,IN,21,Central
1992,KS,40,Central
1992,KY,21,Eastern
1992,LA,34,Central
1992,MA,16,Eastern
1992,MD,9,Eastern
1992,ME,7,Eastern
1992,MI,39,Central
1992,MN,36,Central
1992,MO,28,Central
1992,MS,13,Eastern
1992,MT,29,Western
1992,NC,40,Eastern
1992,ND,17,Central
1992,NE,13,Central
1992,NH,7,Eastern
1992,NJ,19,Eastern
1992,NM,36,Central
1992,NV,30,Western
1992,NY,45,Eastern
1992,OH,41,Central
1992,OK,41,Central
1992,OR,46,Western
1992,PA,43,Eastern
1992,PR,5,Eastern
1992,RI,3,Eastern
1992,SC,22,Eastern
1992,SD,13,Central
1992,TN,55,Eastern
1992,TX,157,Central
1992,UT,43,Western
1992,VA,38,Eastern
1992,VT,2,Eastern
1992,WA,70,Western
1992,WI,42,Eastern
1992,WV,4,Eastern
1992,WY,8,Central
1993,AK,137,AlaskaHawaii
1993,AL,31,Eastern
1993,AR,24,Central
1993,AZ,38,Western
1993,CA,211,Western
1993,CO,47,Central
1993,CT,15,Eastern
1993,DC,5,Eastern
1993,DE,94,Eastern
1993,FL,132,Eastern
1993,GA,66,Eastern
1993,GU,1,Eastern
1993,HI,3,AlaskaHawaii
1993,IA,22,Central
1993,ID,30,Western
1993,IL,54,Central
1993,IN,42,Central
1993,KS,31,Central
1993,KY,20,Eastern
1993,LA,38,Central
1993,MA,14,Eastern
1993,MD,10,Eastern
1993,ME,14,Eastern
1993,MI,64,Central
1993,MN,37,Central
1993,MO,28,Central
1993,MP,1,Eastern
1993,MS,25,Eastern
1993,MT,31,Western
1993,NC,47,Eastern
1993,ND,16,Central
1993,NE,20,Central
1993,NH,9,Eastern
1993,NJ,22,Eastern
1993,NM,30,Central
1993,NV,35,Western
1993,NY,44,Eastern
1993,OH,58,Central
1993,OK,55,Central
1993,OR,66,Western
1993,PA,43,Eastern
1993,PR,2,Eastern
1993,RI,2,Eastern
1993,SC,17,Eastern
1993,SD,14,Central
1993,TN,66,Eastern
1993,TX,192,Central
1993,UT,55,Western
1993,VA,33,Eastern
1993,VI,2,Eastern
1993,VT,3,Eastern
1993,WA,78,Western
1993,WI,44,Eastern
1993,WV,11,Eastern
1993,WY,13,Central
1994,AK,88,AlaskaHawaii
1994,AL,68,Eastern
1994,AR,21,Central
1994,AZ,54,Western
1994,CA,184,Western
1994,CO,40,Central
1994,CT,14,Eastern
1994,DC,2,Eastern
1994,DE,96,Eastern
1994,FL,165,Eastern
1994,GA,57,Eastern
1994,HI,4,AlaskaHawaii
1994,IA,20,Central
1994,ID,23,Western
1994,IL,80,Central
1994,IN,34,Central
1994,KS,43,Central
1994,KY,24,Eastern
1994,LA,37,Central
1994,MA,20,Eastern
1994,MD,23,Eastern
1994,ME,15,Eastern
1994,MI,59,Central
1994,MN,55,Central
1994,MO,44,Central
1994,MS,21,Eastern
1994,MT,31,Western
1994,NC,42,Eastern
1994,ND,17,Central
1994,NE,25,Central
1994,NH,11,Eastern
1994,NJ,29,Eastern
1994,NM,34,Central
1994,NV,36,Western
1994,NY,48,Eastern
1994,OH,58,Central
1994,OK,40,Central
1994,OR,40,Western
1994,PA,50,Eastern
1994,PR,3,Eastern
1994,RI,4,Eastern
1994,SC,21,Eastern
1994,SD,18,Central
1994,TN,67,Eastern
1994,TX,192,Central
1994,UT,56,Western
1994,VA,26,Eastern
1994,VT,3,Eastern
1994,WA,84,Western
1994,WI,52,Eastern
1994,WV,3,Eastern
1994,WY,24,Central
1995,AK,94,AlaskaHawaii
1995,AL,57,Eastern
1995,AR,18,Central
1995,AZ,56,Western
1995,CA,176,Western
1995,CO,51,Central
1995,CT,10,Eastern
1995,DC,1,Eastern
1995,DE,121,Eastern
1995,FL,159,Eastern
1995,GA,70,Eastern
1995,HI,5,AlaskaHawaii
1995,IA,24,Central
1995,ID,31,Western
1995,IL,58,Central
1995,IN,39,Central
1995,KS,48,Central
1995,KY,27,Eastern
1995,LA,31,Central
1995,MA,27,Eastern
1995,MD,18,Eastern
1995,ME,9,Eastern
1995,MI,52,Central
1995,MN,48,Central
1995,MO,35,Central
1995,MP,1,Eastern
1995,MS,29,Eastern
1995,MT,47,Western
1995,NC,47,Eastern
1995,ND,19,Central
1995,NE,25,Central
1995,NH,10,Eastern
1995,NJ,25,Eastern
1995,NM,25,Central
1995,NV,33,Western
1995,NY,38,Eastern
1995,OH,55,Central
1995,OK,52,Central
1995,OR,64,Western
1995,PA,42,Eastern
1995,PR,1,Eastern
1995,RI,5,Eastern
1995,SC,24,Eastern
1995,SD,17,Central
1995,TN,82,Eastern
1995,TX,245,Central
1995,UT,46,Western
1995,VA,36,Eastern
1995,VI,1,Eastern
1995,VT,7,Eastern
1995,WA,82,Western
1995,WI,48,Eastern
1995,WV,4,Eastern
1995,WY,21,Central
1996,AK,63,AlaskaHawaii
1996,AL,32,Eastern
1996,AR,20,Central
1996,AZ,59,Western
1996,CA,192,Western
1996,CO,66,Central
1996,CT,17,Eastern
1996,DC,6,Eastern
1996,DE,138,Eastern
1996,FL,201,Eastern
1996,GA,95,Eastern
1996,HI,3,AlaskaHawaii
1996,IA,24,Central
1996,ID,41,Western
1996,IL,69,Central
1996,IN,47,Central
1996,KS,47,Central
1996,KY,43,Eastern
1996,LA,40,Central
1996,MA,20,Eastern
1996,MD,11,Eastern
1996,ME,18,Eastern
1996,MI,55,Central
1996,MN,50,Central
1996,MO,44,Central
1996,MS,21,Eastern
1996,MT,44,Western
1996,NC,48,Eastern
1996,ND,24,Central
1996,NE,23,Central
1996,NH,14,Eastern
1996,NJ,27,Eastern
1996,NM,40,Central
1996,NV,55,Western
1996,NY,49,Eastern
1996,OH,53,Central
1996,OK,43,Central
1996,OR,63,Western
1996,PA,34,Eastern
1996,PR,8,Eastern
1996,RI,3,Eastern
1996,SC,24,Eastern
1996,SD,16,Central
1996,TN,65,Eastern
1996,TX,226,Central
1996,UT,55,Western
1996,VA,48,Eastern
1996,VI,2,Eastern
1996,VT,5,Eastern
1996,WA,75,Western
1996,WI,48,Eastern
1996,WV,10,Eastern
1996,WY,32,Central
1997,AK,92,AlaskaHawaii
1997,AL,56,Eastern
1997,AR,37,Central
1997,AZ,72,Western
1997,CA,232,Western
1997,CO,64,Central
1997,CT,22,Eastern
1997,DC,2,Eastern
1997,DE,183,Eastern
1997,FL,205,Eastern
1997,GA,78,Eastern
1997,HI,14,AlaskaHawaii
1997,IA,35,Central
1997,ID,39,Western
1997,IL,104,Central
1997,IN,52,Central
1997,KS,62,Central
1997,KY,33,Eastern
1997,LA,53,Central
1997,MA,35,Eastern
1997,MD,22,Eastern
1997,ME,21,Eastern
1997,MI,67,Central
1997,MN,63,Central
1997,MO,46,Central
1997,MS,31,Eastern
1997,MT,48,Western
1997,NC,48,Eastern
1997,ND,26,Central
1997,NE,17,Central
1997,NH,13,Eastern
1997,NJ,38,Eastern
1997,NM,49,Central
1997,NV,61,Western
1997,NY,53,Eastern
1997,OH,63,Central
1997,OK,51,Central
1997,OR,68,Western
1997,PA,51,Eastern
1997,PR,5,Eastern
1997,RI,4,Eastern
1997,SC,14,Eastern
1997,SD,19,Central
1997,TN,50,Eastern
1997,TX,285,Central
1997,UT,68,Western
1997,VA,50,Eastern
1997,VI,1,Eastern
1997,VT,7,Eastern
1997,WA,82,Western
1997,WI,51,Eastern
1997,WV,6,Eastern
1997,WY,21,Central
1998,AK,94,AlaskaHawaii
1998,AL,44,Eastern
1998,AR,48,Central
1998,AZ,85,Western
1998,CA,274,Western
1998,CO,69,Central
1998,CT,36,Eastern
1998,DC,10,Eastern
1998,DE,213,Eastern
1998,FL,254,Eastern
1998,GA,109,Eastern
1998,GU,1,Eastern
1998,HI,15,AlaskaHawaii
1998,IA,43,Central
1998,ID,54,Western
1998,IL,169,Central
1998,IN,53,Central
1998,KS,62,Central
1998,KY,33,Eastern
1998,LA,63,Central
1998,MA,49,Eastern
1998,MD,22,Eastern
1998,ME,23,Eastern
1998,MI,77,Central
1998,MN,64,Central
1998,MO,59,Central
1998,MS,44,Eastern
1998,MT,67,Western
1998,NC,80,Eastern
1998,ND,22,Central
1998,NE,30,Central
1998,NH,23,Eastern
1998,NJ,27,Eastern
1998,NM,45,Central
1998,NV,51,Western
1998,NY,77,Eastern
1998,OH,80,Central
1998,OK,48,Central
1998,OR,91,Western
1998,PA,75,Eastern
1998,PR,6,Eastern
1998,RI,7,Eastern
1998,SC,32,Eastern
1998,SD,25,Central
1998,TN,57,Eastern
1998,TX,382,Central
1998,UT,95,Western
1998,VA,65,Eastern
1998,VI,2,Eastern
1998,VT,9,Eastern
1998,WA,96,Western
1998,WI,58,Eastern
1998,WV,9,Eastern
1998,WY,21,Central
1999,AK,124,AlaskaHawaii
1999,AL,61,Eastern
1999,AR,42,Central
1999,AZ,111,Western
1999,CA,320,Western
1999,CO,86,Central
1999,CT,26,Eastern
1999,DC,2,Eastern
1999,DE,253,Eastern
1999,FL,247,Eastern
1999,GA,141,Eastern
1999,GU,1,Eastern
1999,HI,7,AlaskaHawaii
1999,IA,35,Central
1999,ID,38,Western
1999,IL,143,Central
1999,IN,54,Central
1999,KS,85,Central
1999,KY,35,Eastern
1999,LA,64,Central
1999,MA,71,Eastern
1999,MD,35,Eastern
1999,ME,22,Eastern
1999,MI,74,Central
1999,MN,65,Central
1999,MO,47,Central
1999,MS,37,Eastern
1999,MT,48,Western
1999,NC,72,Eastern
1999,ND,20,Central
1999,NE,28,Central
1999,NH,14,Eastern
1999,NJ,39,Eastern
1999,NM,42,Central
1999,NV,49,Western
1999,NY,71,Eastern
1999,OH,88,Central
1999,OK,84,Central
1999,OR,94,Western
1999,PA,70,Eastern
1999,PR,6,Eastern
1999,RI,2,Eastern
1999,SC,33,Eastern
1999,SD,30,Central
1999,TN,78,Eastern
1999,TX,450,Central
1999,UT,175,Western
1999,VA,69,Eastern
1999,VT,8,Eastern
1999,WA,138,Western
1999,WI,71,Eastern
1999,WV,9,Eastern
1999,WY,28,Central
2000,AK,74,AlaskaHawaii
2000,AL,58,Eastern
2000,AR,56,Central
2000,AZ,114,Western
2000,CA,404,Western
2000,CO,93,Central
2000,CT,23,Eastern
2000,DC,2,Eastern
2000,DE,231,Eastern
2000,FL,331,Eastern
2000,GA,147,Eastern
2000,GU,1,Eastern
2000,HI,13,AlaskaHawaii
2000,IA,44,Central
2000,ID,49,Western
2000,IL,147,Central
2000,IN,64,Central
2000,KS,69,Central
2000,KY,37,Eastern
2000,LA,66,Central
2000,MA,43,Eastern
2000,MD,35,Eastern
2000,ME,21,Eastern
2000,MI,90,Central
2000,MN,81,Central
2000,MO,80,Central
2000,MS,41,Eastern
2000,MT,49,Western
2000,NC,88,Eastern
2000,ND,22,Central
2000,NE,30,Central
2000,NH,22,Eastern
2000,NJ,39,Eastern
2000,NM,53,Central
2000,NV,52,Western
2000,NY,87,Eastern
2000,OH,98,Central
2000,OK,58,Central
2000,OR,91,Western
2000,PA,75,Eastern
2000,PR,8,Eastern
2000,RI,4,Eastern
2000,SC,36,Eastern
2000,SD,23,Central
2000,TN,69,Eastern
2000,TX,469,Central
2000,UT,192,Western
2000,VA,87,Eastern
2000,VT,11,Eastern
2000,WA,120,Western
2000,WI,67,Eastern
2000,WV,4,Eastern
2000,WY,23,Central
2001,AK,94,AlaskaHawaii
2001,AL,56,Eastern
2001,AR,37,Central
2001,AZ,111,Western
2001,CA,349,Western
2001,CO,107,Central
2001,CT,32,Eastern
2001,DC,2,Eastern
2001,DE,238,Eastern
2001,FL,276,Eastern
2001,GA,144,Eastern
2001,HI,22,AlaskaHawaii
2001,IA,43,Central
2001,ID,36,Western
2001,IL,156,Central
2001,IN,44,Central
2001,KS,64,Central
2001,KY,38,Eastern
2001,LA,46,Central
2001,MA,43,Eastern
2001,MD,27,Eastern
2001,ME,9,Eastern
2001,MI,88,Central
2001,MN,69,Central
2001,MO,69,Central
2001,MS,44,Eastern
2001,MT,54,Western
2001,NC,94,Eastern
2001,ND,24,Central
2001,NE,23,Central
2001,NH,21,Eastern
2001,NJ,41,Eastern
2001,NM,54,Central
2001,NV,68,Western
2001,NY,90,Eastern
2001,OH,83,Central
2001,OK,69,Central
2001,OR,101,Western
2001,PA,75,Eastern
2001,PR,6,Eastern
2001,RI,8,Eastern
2001,SC,39,Eastern
2001,SD,12,Central
2001,TN,71,Eastern
2001,TX,467,Central
2001,UT,203,Western
2001,VA,73,Eastern
2001,VI,2,Eastern
2001,VT,11,Eastern
2001,WA,137,Western
2001,WI,76,Eastern
2001,WV,10,Eastern
2001,WY,23,Central
2002,AK,79,AlaskaHawaii
2002,AL,77,Eastern
2002,AR,28,Central
2002,AZ,115,Western
2002,CA,334,Western
2002,CO,95,Central
2002,CT,21,Eastern
2002,DC,14,Eastern
2002,DE,210,Eastern
2002,FL,267,Eastern
2002,GA,133,Eastern
2002,HI,8,AlaskaHawaii
2002,IA,49,Central
2002,ID,33,Western
2002,IL,154,Central
2002,IN,58,Central
2002,KS,74,Central
2002,KY,40,Eastern
2002,LA,38,Central
2002,MA,50,Eastern
2002,MD,25,Eastern
2002,ME,22,Eastern
2002,MI,78,Central
2002,MN,62,Central
2002,MO,49,Central
2002,MP,1,Eastern
2002,MS,26,Eastern
2002,MT,59,Western
2002,NC,91,Eastern
2002,ND,15,Central
2002,NE,22,Central
2002,NH,23,Eastern
2002,NJ,31,Eastern
2002,NM,41,Central
2002,NV,50,Western
2002,NY,93,Eastern
2002,OH,80,Central
2002,OK,80,Central
2002,OR,77,Western
2002,PA,70,Eastern
2002,PR,5,Eastern
2002,RI,6,Eastern
2002,SC,43,Eastern
2002,SD,18,Central
2002,TN,60,Eastern
2002,TX,360,Central
2002,UT,173,Western
2002,VA,68,Eastern
2002,VI,2,Eastern
2002,VT,15,Eastern
2002,WA,99,Western
2002,WI,77,Eastern
2002,WV,8,Eastern
2002,WY,30,Central
2003,AK,74,AlaskaHawaii
2003,AL,74,Eastern
2003,AR,37,Central
2003,AZ,116,Western
2003,CA,335,Western
2003,CO,94,Central
2003,CT,31,Eastern
2003,DC,6,Eastern
2003,DE,176,Eastern
2003,FL,258,Eastern
2003,GA,114,Eastern
2003,HI,8,AlaskaHawaii
2003,IA,47,Central
2003,ID,43,Western
2003,IL,96,Central
2003,IN,56,Central
2003,KS,59,Central
2003,KY,42,Eastern
2003,LA,61,Central
2003,MA,28,Eastern
2003,MD,25,Eastern
2003,ME,8,Eastern
2003,MI,74,Central
2003,MN,82,Central
2003,MO,45,Central
2003,MS,42,Eastern
2003,MT,54,Western
2003,NC,74,Eastern
2003,ND,26,Central
2003,NE,23,Central
2003,NH,24,Eastern
2003,NJ,47,Eastern
2003,NM,42,Central
2003,NV,49,Western
2003,NY,73,Eastern
2003,OH,81,Central
2003,OK,48,Central
2003,OR,102,Western
2003,PA,71,Eastern
2003,PR,11,Eastern
2003,RI,7,Eastern
2003,SC,25,Eastern
2003,SD,22,Central
2003,TN,71,Eastern
2003,TX,375,Central
2003,UT,177,Western
2003,VA,64,Eastern
2003,VT,7,Eastern
2003,WA,111,Western
2003,WI,81,Eastern
2003,WV,11,Eastern
2003,WY,31,Central
2004,AK,81,AlaskaHawaii
2004,AL,67,Eastern
2004,AR,43,Central
2004,AZ,133,Western
2004,CA,364,Western
2004,CO,101,Central
2004,CT,39,Eastern
2004,DC,6,Eastern
2004,DE,223,Eastern
2004,FL,279,Eastern
2004,GA,148,Eastern
2004,HI,7,AlaskaHawaii
2004,IA,43,Central
2004,ID,51,Western
2004,IL,104,Central
2004,IN,75,Central
2004,KS,55,Central
2004,KY,42,Eastern
2004,LA,75,Central
2004,MA,42,Eastern
2004,MD,23,Eastern
2004,ME,16,Eastern
2004,MI,62,Central
2004,MN,55,Central
2004,MO,81,Central
2004,MS,32,Eastern
2004,MT,57,Western
2004,NC,80,Eastern
2004,ND,20,Central
2004,NE,23,Central
2004,NH,16,Eastern
2004,NJ,36,Eastern
2004,NM,43,Central
2004,NV,73,Western
2004,NY,99,Eastern
2004,OH,76,Central
2004,OK,70,Central
2004,OR,107,Western
2004,PA,78,Eastern
2004,PR,10,Eastern
2004,SC,38,Eastern
2004,SD,28,Central
2004,TN,89,Eastern
2004,TX,482,Central
2004,UT,204,Western
2004,VA,81,Eastern
2004,VI,2,Eastern
2004,VT,5,Eastern
2004,WA,109,Western
2004,WI,74,Eastern
2004,WV,6,Eastern
2004,WY,21,Central
2005,AK,84,AlaskaHawaii
2005,AL,87,Eastern
2005,AR,47,Central
2005,AZ,133,Western
2005,CA,373,Western
2005,CO,135,Central
2005,CT,38,Eastern
2005,DC,7,Eastern
2005,DE,244,Eastern
2005,FL,350,Eastern
2005,GA,87,Eastern
2005,GU,2,Eastern
2005,HI,16,AlaskaHawaii
2005,IA,55,Central
2005,ID,42,Western
2005,IL,112,Central
2005,IN,80,Central
2005,KS,71,Central
2005,KY,52,Eastern
2005,LA,71,Central
2005,MA,34,Eastern
2005,MD,36,Eastern
2005,ME,18,Eastern
2005,MI,95,Central
2005,MN,61,Central
2005,MO,73,Central
2005,MS,28,Eastern
2005,MT,51,Western
2005,NC,98,Eastern
2005,ND,32,Central
2005,NE,22,Central
2005,NH,19,Eastern
2005,NJ,38,Eastern
2005,NM,54,Central
2005,NV,59,Western
2005,NY,106,Eastern
2005,OH,102,Central
2005,OK,90,Central
2005,OR,93,Western
2005,PA,83,Eastern
2005,PR,7,Eastern
2005,RI,8,Eastern
2005,SC,51,Eastern
2005,SD,30,Central
2005,TN,83,Eastern
2005,TX,512,Central
2005,UT,213,Western
2005,VA,90,Eastern
2005,VT,10,Eastern
2005,WA,125,Western
2005,WI,68,Eastern
2005,WV,10,Eastern
2005,WY,29,Central
2006,AK,77,AlaskaHawaii
2006,AL,97,Eastern
2006,AR,50,Central
2006,AZ,141,Western
2006,CA,405,Western
2006,CO,132,Central
2006,CT,56,Eastern
2006,DC,10,Eastern
2006,DE,270,Eastern
2006,FL,373,Eastern
2006,GA,122,Eastern
2006,HI,19,AlaskaHawaii
2006,IA,58,Central
2006,ID,52,Western
2006,IL,113,Central
2006,IN,84,Central
2006,KS,64,Central
2006,KY,60,Eastern
2006,LA,94,Central
2006,MA,70,Eastern
2006,MD,28,Eastern
2006,ME,17,Eastern
2006,MI,112,Central
2006,MN,78,Central
2006,MO,80,Central
2006,MS,54,Eastern
2006,MT,57,Western
2006,NC,106,Eastern
2006,ND,27,Central
2006,NE,36,Central
2006,NH,16,Eastern
2006,NJ,51,Eastern
2006,NM,56,Central
2006,NV,72,Western
2006,NY,122,Eastern
2006,OH,107,Central
2006,OK,113,Central
2006,OR,124,Western
2006,PA,87,Eastern
2006,PR,9,Eastern
2006,RI,3,Eastern
2006,SC,55,Eastern
2006,SD,22,Central
2006,TN,92,Eastern
2006,TX,490,Central
2006,UT,240,Western
2006,VA,98,Eastern
2006,VT,6,Eastern
2006,WA,127,Western
2006,WI,122,Eastern
2006,WV,6,Eastern
2006,WY,32,Central
2007,AK,117,AlaskaHawaii
2007,AL,146,Eastern
2007,AR,86,Central
2007,AZ,193,Western
2007,CA,543,Western
2007,CO,211,Central
2007,CT,37,Eastern
2007,DC,10,Eastern
2007,DE,259,Eastern
2007,FL,533,Eastern
2007,GA,240,Eastern
2007,HI,24,AlaskaHawaii
2007,IA,77,Central
2007,ID,94,Western
2007,IL,251,Central
2007,IN,200,Central
2007,KS,124,Central
2007,KY,92,Eastern
2007,LA,141,Central
2007,MA,67,Eastern
2007,MD,63,Eastern
2007,ME,47,Eastern
2007,MI,194,Central
2007,MN,136,Central
2007,MO,109,Central
2007,MS,66,Eastern
2007,MT,68,Western
2007,NC,196,Eastern
2007,ND,36,Central
2007,NE,58,Central
2007,NH,46,Eastern
2007,NJ,63,Eastern
2007,NM,73,Central
2007,NV,100,Western
2007,NY,175,Eastern
2007,OH,223,Central
2007,OK,162,Central
2007,OR,182,Western
2007,PA,162,Eastern
2007,PR,25,Eastern
2007,RI,9,Eastern
2007,SC,93,Eastern
2007,SD,40,Central
2007,TN,182,Eastern
2007,TX,697,Central
2007,UT,217,Western
2007,VA,135,Eastern
2007,VI,2,Eastern
2007,VT,13,Eastern
2007,WA,218,Western
2007,WI,208,Eastern
2007,WV,33,Eastern
2007,WY,28,Central
2008,AK,70,AlaskaHawaii
2008,AL,83,Eastern
2008,AR,58,Central
2008,AZ,146,Western
2008,CA,466,Western
2008,CO,162,Central
2008,CT,34,Eastern
2008,DC,15,Eastern
2008,DE,277,Eastern
2008,FL,393,Eastern
2008,GA,200,Eastern
2008,GU,2,Eastern
2008,HI,13,AlaskaHawaii
2008,IA,74,Central
2008,ID,67,Western
2008,IL,184,Central
2008,IN,121,Central
2008,KS,82,Central
2008,KY,58,Eastern
2008,LA,125,Central
2008,MA,49,Eastern
2008,MD,46,Eastern
2008,ME,29,Eastern
2008,MI,105,Central
2008,MN,89,Central
2008,MO,107,Central
2008,MS,40,Eastern
2008,MT,85,Western
2008,NC,127,Eastern
2008,ND,22,Central
2008,NE,49,Central
2008,NH,32,Eastern
2008,NJ,39,Eastern
2008,NM,57,Central
2008,NV,101,Western
2008,NY,118,Eastern
2008,OH,144,Central
2008,OK,122,Central
2008,OR,148,Western
2008,PA,102,Eastern
2008,PR,14,Eastern
2008,RI,14,Eastern
2008,SC,65,Eastern
2008,SD,42,Central
2008,TN,110,Eastern
2008,TX,583,Central
2008,UT,170,Western
2008,VA,108,Eastern
2008,VI,4,Eastern
2008,VT,10,Eastern
2008,WA,180,Western
2008,WI,110,Eastern
2008,WV,15,Eastern
2008,WY,32,Central
2009,AK,72,AlaskaHawaii
2009,AL,48,Eastern
2009,AP,1,Eastern
2009,AR,36,Central
2009,AZ,87,Western
2009,CA,288,Western
2009,CO,96,Central
2009,CT,23,Eastern
2009,DC,16,Eastern
2009,DE,210,Eastern
2009,FL,279,Eastern
2009,GA,98,Eastern
2009,HI,9,AlaskaHawaii
2009,IA,38,Central
2009,ID,40,Western
2009,IL,87,Central
2009,IN,51,Central
2009,KS,65,Central
2009,KY,24,Eastern
2009,LA,58,Central
2009,MA,31,Eastern
2009,MD,23,Eastern
2009,ME,19,Eastern
2009,MI,69,Central
2009,MN,71,Central
2009,MO,76,Central
2009,MS,26,Eastern
2009,MT,49,Western
2009,NC,75,Eastern
2009,ND,17,Central
2009,NE,35,Central
2009,NH,25,Eastern
2009,NJ,22,Eastern
2009,NM,35,Central
2009,NV,59,Western
2009,NY,75,Eastern
2009,OH,74,Central
2009,OK,65,Central
2009,OR,100,Western
2009,PA,66,Eastern
2009,PR,8,Eastern
2009,RI,1,Eastern
2009,SC,21,Eastern
2009,SD,28,Central
2009,TN,69,Eastern
2009,TX,381,Central
2009,UT,140,Western
2009,VA,73,Eastern
2009,VI,3,Eastern
2009,VT,10,Eastern
2009,WA,114,Western
2009,WI,68,Eastern
2009,WV,9,Eastern
2009,WY,14,Central
2010,AK,68,AlaskaHawaii
2010,AL,51,Eastern
2010,AR,38,Central
2010,AZ,102,Western
2010,CA,294,Western
2010,CO,87,Central
2010,CT,21,Eastern
2010,DC,11,Eastern
2010,DE,214,Eastern
2010,FL,249,Eastern
2010,GA,70,Eastern
2010,HI,11,AlaskaHawaii
2010,IA,34,Central
2010,ID,41,Western
2010,IL,89,Central
2010,IN,71,Central
2010,KS,58,Central
2010,KY,29,Eastern
2010,LA,57,Central
2010,MA,40,Eastern
2010,MD,23,Eastern
2010,ME,16,Eastern
2010,MI,74,Central
2010,MN,62,Central
2010,MO,71,Central
2010,MS,35,Eastern
2010,MT,58,Western
2010,NC,68,Eastern
2010,ND,32,Central
2010,NE,19,Central
2010,NH,14,Eastern
2010,NJ,17,Eastern
2010,NM,26,Central
2010,NV,57,Western
2010,NY,60,Eastern
2010,OH,89,Central
2010,OK,63,Central
2010,OR,87,Western
2010,PA,62,Eastern
2010,PR,16,Eastern
2010,RI,5,Eastern
2010,SC,29,Eastern
2010,SD,11,Central
2010,TN,68,Eastern
2010,TX,339,Central
2010,UT,159,Western
2010,VA,113,Eastern
2010,VI,2,Eastern
2010,VT,8,Eastern
2010,WA,111,Western
2010,WI,59,Eastern
2010,WV,9,Eastern
2010,WY,27,Central
2011,AK,68,AlaskaHawaii
2011,AL,37,Eastern
2011,AR,53,Central
2011,AZ,73,Western
2011,CA,234,Western
2011,CO,93,Central
2011,CT,21,Eastern
2011,DC,9,Eastern
2011,DE,248,Eastern
2011,FL,229,Eastern
2011,GA,74,Eastern
2011,GU,1,Eastern
2011,HI,9,AlaskaHawaii
2011,IA,39,Central
2011,ID,45,Western
2011,IL,99,Central
2011,IN,43,Central
2011,KS,52,Central
2011,KY,32,Eastern
2011,LA,56,Central
2011,MA,30,Eastern
2011,MD,22,Eastern
2011,ME,14,Eastern
2011,MI,69,Central
2011,MN,56,Central
2011,MO,56,Central
2011,MS,29,Eastern
2011,MT,55,Western
2011,NC,66,Eastern
2011,ND,19,Central
2011,NE,27,Central
2011,NH,22,Eastern
2011,NJ,36,Eastern
2011,NM,39,Central
2011,NV,50,Western
2011,NY,87,Eastern
2011,OH,84,Central
2011,OK,58,Central
2011,OR,93,Western
2011,PA,60,Eastern
2011,PR,3,Eastern
2011,RI,7,Eastern
2011,SC,25,Eastern
2011,SD,23,Central
2011,TN,68,Eastern
2011,TX,342,Central
2011,UT,196,Western
2011,VA,58,Eastern
2011,VI,1,Eastern
2011,VT,4,Eastern
2011,WA,107,Western
2011,WI,55,Eastern
2011,WV,9,Eastern
2011,WY,19,Central
2012,AK,66,AlaskaHawaii
2012,AL,48,Eastern
2012,AR,35,Central
2012,AZ,79,Western
2012,CA,283,Western
2012,CO,89,Central
2012,CT,28,Eastern
2012,DC,9,Eastern
2012,DE,265,Eastern
2012,FL,253,Eastern
2012,GA,80,Eastern
2012,GU,1,Eastern
2012,HI,8,AlaskaHawaii
2012,IA,41,Central
2012,ID,47,Western
2012,IL,98,Central
2012,IN,55,Central
2012,KS,62,Central
2012,KY,27,Eastern
2012,LA,61,Central
2012,MA,30,Eastern
2012,MD,21,Eastern
2012,ME,13,Eastern
2012,MI,66,Central
2012,MN,57,Central
2012,MO,64,Central
2012,MS,24,Eastern
2012,MT,58,Western
2012,NC,86,Eastern
2012,ND,29,Central
2012,NE,26,Central
2012,NH,20,Eastern
2012,NJ,26,Eastern
2012,NM,36,Central
2012,NV,67,Western
2012,NY,76,Eastern
2012,OH,85,Central
2012,OK,78,Central
2012,OR,69,Western
2012,PA,79,Eastern
2012,PR,7,Eastern
2012,RI,5,Eastern
2012,SC,31,Eastern
2012,SD,23,Central
2012,TN,79,Eastern
2012,TX,337,Central
2012,UT,212,Western
2012,VA,73,Eastern
2012,VI,1,Eastern
2012,VT,4,Eastern
2012,WA,105,Western
2012,WI,58,Eastern
2012,WV,9,Eastern
2012,WY,17,Central
2013,AK,62,AlaskaHawaii
2013,AL,28,Eastern
2013,AP,1,Eastern
2013,AR,40,Central
2013,AZ,118,Western
2013,CA,261,Western
2013,CO,107,Central
2013,CT,44,Eastern
2013,DC,3,Eastern
2013,DE,244,Eastern
2013,FL,248,Eastern
2013,GA,111,Eastern
2013,GU,1,Eastern
2013,HI,20,AlaskaHawaii
2013,IA,35,Central
2013,ID,43,Western
2013,IL,126,Central
2013,IN,83,Central
2013,KS,63,Central
2013,KY,27,Eastern
2013,LA,57,Central
2013,MA,39,Eastern
2013,MD,22,Eastern
2013,ME,9,Eastern
2013,MI,74,Central
2013,MN,62,Central
2013,MO,61,Central
2013,MP,1,Eastern
2013,MS,37,Eastern
